kernel,module,route,mode,device,pass,compare_status,exit_code,max_diff,n_over,n_total,threshold,timing_ms,rtol,atol,fatobj_bytes,has_kernel_sym,has_ctor,nested_elf_offsets,error
proj_b_act,prefill_sparse_attn,vpto[vmi-membar-vfoff],prefill,6,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
proj_b_mm,prefill_sparse_attn,vpto[vmi-membar-vfoff],prefill,6,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
qk_pv_aic,prefill_sparse_attn,vpto[vmi-membar-vfoff],prefill,6,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qk_pv_aiv,prefill_sparse_attn,vpto[vmi-membar-vfoff],prefill,6,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
quant,prefill_sparse_attn,vpto[vmi-membar-vfoff],prefill,6,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
rope,prefill_sparse_attn,vpto[vmi-membar-vfoff],prefill,6,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
rope_cs,prefill_sparse_attn,vpto[vmi-membar-vfoff],prefill,6,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
attention_hca,attention_hca,vpto[vmi-membar-vfoff],decode,7,False,capture-fail,-1,,,,,,,,,,,,capture failed (exit 1): oes not dominate this use
idx_qr_proj_dequant,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
idx_qr_proj_matmul,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
kv_and_cache_write,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
kv_hadamard,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
kv_score_proj,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_hadamard_matmul,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_hadamard_quant,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_rope,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
rmsnorm_rope,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
scatter_softmax_pool,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
score_mat,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
score_reduce,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
topk,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
weights_proj,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
weights_proj_reduce,indexer,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
hc_head_linear,hc_head,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
hc_head_pre_fused,hc_head,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
hc_head_reduce,hc_head,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
hc_head_rms,hc_head,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
hc_head_seed,hc_head,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
kv_proj_matmul,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,True,pass,0,,,,,0.49,,,,,,,
kv_proj_seed,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,True,pass,0,0.0,,,,3.665,,,,,,,
kv_rms_norm_rope,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
q_rope_prepare,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
qproj_dequant_rms_nope_rope,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qproj_matmul,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_proj_matmul,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_proj_seed,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_rms_norm_quant,qkv_proj_rope,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
sh_gate_mm,expert_shared,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
sh_gate_up_act_q,expert_shared,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
sh_up_mm,expert_shared,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
sh_w2_act,expert_shared,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
sh_w2_mm,expert_shared,vpto[vmi-membar-vfoff],decode,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
build_bias,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
comb_sinkhorn,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,True,pass,0,0.0,,,,2.7,,,,,,,
gather_kv,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
hc_post_inactive_pad,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,not-exercised,-1,,,,,,,,,,,,not-exercised: kernel 'hc_post_inactive_pad' (fid 38) produced no dump
hc_post_prefill,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
hc_pre_linear,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,True,pass,0,,,,,0.388,,,,,,,
hc_pre_rms,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,fail,-1,1000.0,,,,0.55,,,,,,,
hc_pre_seed,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,True,pass,0,0.0,,,,0.485,,,,,,,
kv_proj_matmul,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,True,pass,0,,,,,0.49,,,,,,,
kv_proj_seed,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,True,pass,0,0.0,,,,3.665,,,,,,,
kv_rms_norm_rope,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
merge_norm,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
mix_x,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
prefill_hca_c128_kv_finalize,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
prefill_hca_c128_kv_score_proj,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
prefill_hca_c128_norm_pad_init,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
prefill_hca_c128_rmsnorm_rope,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
prefill_hca_c128_softmax_pool,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
prefill_hca_c128_state_scatter_pre,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
prefill_hca_c128_write_map,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
prefill_hca_cache_write,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
prefill_hca_sparse_indices,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
proj_a_mm,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,True,pass,0,,,,,0.542,,,,,,,
proj_b_act,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
proj_b_mm,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
q_rope_prepare,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,npu-run-fail,-1,,,,,,,,,,,,NPU run failed (exit 1)
qk_pv_aic,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qk_pv_aiv,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qkv_rope_rows,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qproj_dequant_rms_nope_rope,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qproj_matmul,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_proj_matmul,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_proj_seed,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
qr_rms_norm_quant,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
quant,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
rms_norm,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
rope,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
rope_cs,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
split_pre_post,prefill_attention_hca,vpto[vmi-membar-vfoff],prefill,7,False,lowering-fail,-1,,,,,,,,,,,,vpto_run exited 1 without result.json (likely ptoas/bisheng lowering f
