kernel,module,pto_path,model_py,ptr_arg_count,spec_count,ptr_dtypes,spec_dtypes,dtype_multiset_match,is_leaf,is_leaf_strict,notes
scatter_softmax_pool,compressor,build_output/_jit_compressor_test_20260810_193739/ptoas/scatter_softmax_pool.pto,models/deepseek_v4_pro/decode_compressor_ratio4.py,6,14,"f32,f32,i64,f32,f32,f32","bfloat16,float32,float32,int32,bfloat16,bfloat16,float32,bfloat16,float32,float32,bfloat16,int32,int64,int64",False,False,False,
exp_gate_up_act,expert_routed,build_output/_jit_expert_routed_test_20260810_193513/ptoas/exp_gate_up_act.pto,models/deepseek_v4_pro/expert_routed.py,4,11,"f32,f32,f32,f32","int8,float32,float32,int32,int8,float32,int8,float32,int8,float32,bfloat16",False,False,False,
exp_h_q,expert_routed,build_output/_jit_expert_routed_test_20260810_193513/ptoas/exp_h_q.pto,models/deepseek_v4_pro/expert_routed.py,3,11,"f32,f32,i8","int8,float32,float32,int32,int8,float32,int8,float32,int8,float32,bfloat16",False,False,False,
exp_w2_act,expert_routed,build_output/_jit_expert_routed_test_20260810_193513/ptoas/exp_w2_act.pto,models/deepseek_v4_pro/expert_routed.py,4,11,"f32,f32,bf16,f32","int8,float32,float32,int32,int8,float32,int8,float32,int8,float32,bfloat16",False,False,False,
sh_gate_up_act_q,expert_shared,build_output/_jit_expert_shared_test_20260810_193437/ptoas/sh_gate_up_act_q.pto,models/deepseek_v4_pro/expert_shared.py,6,9,"f32,f32,f32,f32,f32,i8","int8,float32,int8,float32,int8,float32,int8,float32,bfloat16",False,False,False,
sh_w2_act,expert_shared,build_output/_jit_expert_shared_test_20260810_193437/ptoas/sh_w2_act.pto,models/deepseek_v4_pro/expert_shared.py,3,9,"f32,bf16,f32","int8,float32,int8,float32,int8,float32,int8,float32,bfloat16",False,False,False,
ffn_norm,gate,build_output/_jit_gate_test_20260810_195648/ptoas/ffn_norm.pto,models/deepseek_v4_pro/gate.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
gate,gate,build_output/_jit_gate_test_20260810_195648/ptoas/gate.pto,models/deepseek_v4_pro/gate.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
gate_pre_route,gate,build_output/_jit_gate_test_20260810_195648/ptoas/gate_pre_route.pto,models/deepseek_v4_pro/gate.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
route_sort,gate,build_output/_jit_gate_test_20260810_195648/ptoas/route_sort.pto,models/deepseek_v4_pro/gate.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
x_norm_quant,gate,build_output/_jit_gate_test_20260810_195648/ptoas/x_norm_quant.pto,models/deepseek_v4_pro/gate.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_head_pre_fused,hc_head,build_output/_jit_hc_head_test_20260810_193546/ptoas/hc_head_pre_fused.pto,models/deepseek_v4_pro/hc_head.py,5,5,"f32,f32,f32,f32,f32","float32,float32,float32,float32,bfloat16",False,True,False,no clean map: could not map ptr %arg2 (view='pre_t') to any spec; not a cl
hc_head_reduce,hc_head,build_output/_jit_hc_head_test_20260810_193546/ptoas/hc_head_reduce.pto,models/deepseek_v4_pro/hc_head.py,3,5,"f32,bf16,f32","float32,float32,float32,float32,bfloat16",False,False,False,
hc_head_rms,hc_head,build_output/_jit_hc_head_test_20260810_193546/ptoas/hc_head_rms.pto,models/deepseek_v4_pro/hc_head.py,2,5,"f32,f32","float32,float32,float32,float32,bfloat16",False,False,False,
hc_head_seed,hc_head,build_output/_jit_hc_head_test_20260810_193546/ptoas/hc_head_seed.pto,models/deepseek_v4_pro/hc_head.py,1,5,f32,"float32,float32,float32,float32,bfloat16",False,False,False,
hc_post,hc_post,build_output/_jit_hc_post_test_20260810_193535/ptoas/hc_post.pto,models/deepseek_v4_pro/hc_post.py,5,5,"f32,f32,bf16,f32,f32","bfloat16,float32,float32,float32,float32",True,True,True,"ptr_to_spec=[4, 2, 0, 3, 1]"
comb_sinkhorn,hc_pre,build_output/_jit_hc_pre_test_20260810_193524/ptoas/comb_sinkhorn.pto,models/deepseek_v4_pro/hc_pre.py,4,7,"f32,f32,f32,f32","float32,float32,float32,float32,bfloat16,float32,float32",False,False,False,
hc_pre_rms,hc_pre,build_output/_jit_hc_pre_test_20260810_193524/ptoas/hc_pre_rms.pto,models/deepseek_v4_pro/hc_pre.py,2,7,"f32,f32","float32,float32,float32,float32,bfloat16,float32,float32",False,False,False,
hc_pre_seed,hc_pre,build_output/_jit_hc_pre_test_20260810_193524/ptoas/hc_pre_seed.pto,models/deepseek_v4_pro/hc_pre.py,1,7,f32,"float32,float32,float32,float32,bfloat16,float32,float32",False,False,False,
mix_x,hc_pre,build_output/_jit_hc_pre_test_20260810_193524/ptoas/mix_x.pto,models/deepseek_v4_pro/hc_pre.py,3,7,"f32,bf16,f32","float32,float32,float32,float32,bfloat16,float32,float32",False,False,False,
split_pre_post,hc_pre,build_output/_jit_hc_pre_test_20260810_193524/ptoas/split_pre_post.pto,models/deepseek_v4_pro/hc_pre.py,5,7,"f32,f32,f32,f32,f32","float32,float32,float32,float32,bfloat16,float32,float32",False,False,False,
idx_qr_proj_dequant,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/idx_qr_proj_dequant.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
kv_and_cache_write,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/kv_and_cache_write.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qr_hadamard_quant,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/qr_hadamard_quant.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qr_rope,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/qr_rope.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rmsnorm_rope,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/rmsnorm_rope.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
scatter_softmax_pool,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/scatter_softmax_pool.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
score_reduce,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/score_reduce.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
topk,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/topk.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
weights_proj_reduce,indexer,build_output/_jit_indexer_test_20260810_193729/ptoas/weights_proj_reduce.pto,models/deepseek_v4_pro/decode_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
mtp_projection_linear,mtp_projection,build_output/_jit_mtp_projection_test_20260810_193414/ptoas/mtp_projection_linear.pto,models/deepseek_v4_pro/mtp_projection.py,9,11,"i8,i8,f32,f32,i8,f32,f32,i8,f32","bfloat16,float32,float32,float32,int8,float32,float32,int8,float32,float32,float32",False,False,False,
mtp_projection_norm,mtp_projection,build_output/_jit_mtp_projection_test_20260810_193414/ptoas/mtp_projection_norm.pto,models/deepseek_v4_pro/mtp_projection.py,12,11,"f32,f32,f32,f32,f32,bf16,f32,f32,f32,f32,f32,f32","bfloat16,float32,float32,float32,int8,float32,float32,int8,float32,float32,float32",False,False,False,
mtp_projection_output,mtp_projection,build_output/_jit_mtp_projection_test_20260810_193414/ptoas/mtp_projection_output.pto,models/deepseek_v4_pro/mtp_projection.py,2,11,"f32,f32","bfloat16,float32,float32,float32,int8,float32,float32,int8,float32,float32,float32",False,False,False,
mtp_projection_quant,mtp_projection,build_output/_jit_mtp_projection_test_20260810_193414/ptoas/mtp_projection_quant.pto,models/deepseek_v4_pro/mtp_projection.py,8,11,"f32,f32,i8,f32,i8,f32,f32,f32","bfloat16,float32,float32,float32,int8,float32,float32,int8,float32,float32,float32",False,False,False,
mtp_projection_rms,mtp_projection,build_output/_jit_mtp_projection_test_20260810_193414/ptoas/mtp_projection_rms.pto,models/deepseek_v4_pro/mtp_projection.py,4,11,"bf16,f32,f32,f32","bfloat16,float32,float32,float32,int8,float32,float32,int8,float32,float32,float32",False,False,False,
build_bias,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/build_bias.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
comb_sinkhorn,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/comb_sinkhorn.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
gather_kv,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/gather_kv.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_post_inactive_pad,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/hc_post_inactive_pad.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_post_prefill,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/hc_post_prefill.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_pre_rms,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/hc_pre_rms.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_pre_seed,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/hc_pre_seed.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
kv_proj_seed,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/kv_proj_seed.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
kv_rms_norm_rope,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/kv_rms_norm_rope.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
merge_norm,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/merge_norm.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
mix_x,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/mix_x.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_cache_write,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_c4_cache_write.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_rmsnorm_rope,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_c4_rmsnorm_rope.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_softmax_pool,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_c4_softmax_pool.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_state_update,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_c4_state_update.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_write_map,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_c4_write_map.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_csa_cache_write,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_csa_cache_write.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_csa_idx_halfrope,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_csa_idx_halfrope.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_csa_sparse_idx_tile,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_csa_sparse_idx_tile.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_cache_write,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_c4_cache_write.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_rmsnorm_rope,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_c4_rmsnorm_rope.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_softmax_pool,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_c4_softmax_pool.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_state_update,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_c4_state_update.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_write_map,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_c4_write_map.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_qr_hadamard_quant,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_qr_hadamard_quant.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_qr_proj,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_qr_proj.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_qr_rope,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_qr_rope.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_score,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_score.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_score_init,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_score_init.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_score_out,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_score_out.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_topk,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_topk.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_weights_proj,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/prefill_idx_weights_proj.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
proj_b_act,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/proj_b_act.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
q_rope_prepare,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/q_rope_prepare.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qk_pv,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/qk_pv.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qkv_rope_rows,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/qkv_rope_rows.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qproj_dequant_rms_nope_rope,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/qproj_dequant_rms_nope_rope.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qr_proj_seed,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/qr_proj_seed.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qr_rms_norm_quant,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/qr_rms_norm_quant.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
quant,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/quant.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rms_norm,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/rms_norm.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rope,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/rope.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rope_cs,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/rope_cs.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
split_pre_post,prefill_attention_csa,build_output/_jit_prefill_attention_csa_test_20260810_193807/ptoas/split_pre_post.pto,models/deepseek_v4_pro/prefill_attention_csa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
build_bias,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/build_bias.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
comb_sinkhorn,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/comb_sinkhorn.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
gather_kv,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/gather_kv.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_post_inactive_pad,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/hc_post_inactive_pad.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_post_prefill,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/hc_post_prefill.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_pre_rms,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/hc_pre_rms.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_pre_seed,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/hc_pre_seed.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
kv_proj_seed,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/kv_proj_seed.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
kv_rms_norm_rope,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/kv_rms_norm_rope.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
merge_norm,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/merge_norm.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
mix_x,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/mix_x.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_kv_finalize,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/prefill_hca_c128_kv_finalize.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_norm_pad_init,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/prefill_hca_c128_norm_pad_init.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_rmsnorm_rope,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/prefill_hca_c128_rmsnorm_rope.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_softmax_pool,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/prefill_hca_c128_softmax_pool.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_state_scatter_pre,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/prefill_hca_c128_state_scatter_pre.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_write_map,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/prefill_hca_c128_write_map.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_cache_write,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/prefill_hca_cache_write.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_sparse_indices,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/prefill_hca_sparse_indices.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
proj_b_act,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/proj_b_act.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
q_rope_prepare,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/q_rope_prepare.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qk_pv,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/qk_pv.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qkv_rope_rows,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/qkv_rope_rows.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qproj_dequant_rms_nope_rope,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/qproj_dequant_rms_nope_rope.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qr_proj_seed,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/qr_proj_seed.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qr_rms_norm_quant,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/qr_rms_norm_quant.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
quant,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/quant.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rms_norm,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/rms_norm.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rope,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/rope.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rope_cs,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/rope_cs.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
split_pre_post,prefill_attention_hca,build_output/_jit_prefill_attention_hca_test_20260810_193824/ptoas/split_pre_post.pto,models/deepseek_v4_pro/prefill_attention_hca.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
build_bias,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/build_bias.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
comb_sinkhorn,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/comb_sinkhorn.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
gather_kv,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/gather_kv.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_post_inactive_pad,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/hc_post_inactive_pad.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_post_prefill,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/hc_post_prefill.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
hc_pre_rms,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/hc_pre_rms.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
